Item;CàDIGO;DEPARTAMENTO;PROVINCIA;DISTRITO;FECHA;SECTOR;ESTADO
855;SC-0580-2018;JUNIN;YAULI;YAULI;30/07/2018;MINERIA;EN SEGUIMIENTO
856;SC-0581-2018;TACNA;TACNA;CALANA;30/07/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
857;SC-0582-2018;CALLAO;CALLAO;CALLAO;30/07/2018;PESQUERIA;EN SEGUIMIENTO
858;ODCH-0020-2018;ANCASH;SANTA;CHIMBOTE;30/07/2018;PESQUERIA;CERRADA
859;ODPU-0007-2018;PUNO;LAMPA;OCUVIRI;30/07/2018;PESQUERIA;CERRADA
860;ODPI-0028-2018;PIURA;MORROPON;CHULUCANAS;30/07/2018;FORESTAL;EN SEGUIMIENTO
861;SC-0583-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;31/07/2018;INDUSTRIA;EN SEGUIMIENTO
862;SC-0584-2018;LIMA;LIMA;SAN MARTIN DE PORRES;31/07/2018;INDUSTRIA;EN SEGUIMIENTO
863;SC-0585-2018;ICA;PISCO;SAN CLEMENTE;31/07/2018;GANADERIA;CERRADA
864;SC-0586-2018;LIMA;LIMA;LURIGANCHO;31/07/2018;INDUSTRIA;EN SEGUIMIENTO
865;SC-0587-2018;CUSCO;ACOMAYO;POMACANCHI;31/07/2018;INDUSTRIA;EN SEGUIMIENTO
866;SC-0588-2018;CAJAMARCA;CELENDIN;CELENDIN;1/08/2018;COMERCIO;EN SEGUIMIENTO
867;ODCU-0028-2018;CUSCO;CHUMBIVILCAS;COLQUEMARCA;1/08/2018;MINERIA;EN SEGUIMIENTO
868;SC-0589-2018;AREQUIPA;AREQUIPA;CERRO COLORADO;2/08/2018;MINERIA;CERRADA
869;SC-0590-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2/08/2018;INDUSTRIA;EN SEGUIMIENTO
870;SC-0591-2018;LIMA;LIMA;LA VICTORIA;3/08/2018;COMERCIO;EN SEGUIMIENTO
871;ODSM-0005-2018;SAN MARTIN;BELLAVISTA;BELLAVISTA;3/08/2018;SANEAMIENTO;EN SEGUIMIENTO
872;SC-0598-2018;AREQUIPA;AREQUIPA;MIRAFLORES;6/08/2018;INFRAESTRUCTURA;CERRADA
873;SC-0597-2018;LORETO;ALTO AMAZONAS;YURIMAGUAS;6/08/2018;AGRICULTURA;EN SEGUIMIENTO
874;SC-0596-2018;HUANUCO;DOS DE MAYO;LA UNION;6/08/2018;TRANSPORTE;EN SEGUIMIENTO
875;SC-0595-2018;LIMA;LIMA;LA MOLINA;6/08/2018;COMERCIO;CERRADA
876;ODAP-0012-2018;APURIMAC;CHINCHEROS;ANCO-HUALLO;6/08/2018;HIDROCARBUROS;EN SEGUIMIENTO
877;SC-0592-2018;LAMBAYEQUE;CHICLAYO;POMALCA;6/08/2018;INDUSTRIA;EN SEGUIMIENTO
878;SC-0594-2018;AREQUIPA;CAYLLOMA;MAJES;6/08/2018;COMERCIO;EN SEGUIMIENTO
879;SC-0593-2018;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;6/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
880;ODAM-0006-2018;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;6/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
881;SC-0599-2018;LIMA;LIMA;LIMA;7/08/2018;COMERCIO;CERRADA
882;ODAR-0028-2018;AREQUIPA;ISLAY;MOLLENDO;7/08/2018;HIDROCARBUROS;CERRADA
883;ODCU-0029-2018;CUSCO;QUISPICANCHI;ANDAHUAYLILLAS;7/08/2018;MINERIA;EN SEGUIMIENTO
884;ODIC-0022-2018;HUANCAVELICA;HUAYTARA;HUAYTARA;7/08/2018;INFRAESTRUCTURA;CERRADA
885;ODJU-0015-2018;JUNIN;TARMA;TARMA;7/08/2018;COMERCIO;EN SEGUIMIENTO
886;ODLL-0021-2018;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;7/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
887;SC-0602-2018;CALLAO;CALLAO;BELLAVISTA;8/08/2018;COMERCIO;EN SEGUIMIENTO
888;SC-0601-2018;LIMA;BARRANCA;PARAMONGA;8/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
889;ODUC-0013-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;8/08/2018;SANEAMIENTO;EN SEGUIMIENTO
890;SC-0600-2018;LAMBAYEQUE;CHICLAYO;SANTA ROSA;8/08/2018;COMERCIO;EN SEGUIMIENTO
891;ODPA-0010-2018;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;9/08/2018;MINERIA;EN SEGUIMIENTO
892;SC-0603-2018;CALLAO;CALLAO;CALLAO;9/08/2018;COMERCIO;EN SEGUIMIENTO
893;ODCU-0030-2018;CUSCO;PARURO;HUANOQUITE;10/08/2018;MINERIA;EN SEGUIMIENTO
894;ODSM-0006-2018;SAN MARTIN;RIOJA;RIOJA;10/08/2018;INDUSTRIA;CERRADA
895;ODAR-0029-2018;AREQUIPA;AREQUIPA;SACHACA;10/08/2018;TRANSPORTE;EN SEGUIMIENTO
896;SC-0606-2018;LIMA;LIMA;MIRAFLORES;13/08/2018;HIDROCARBUROS;EN SEGUIMIENTO
897;ODUC-0014-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;13/08/2018;INFRAESTRUCTURA;CERRADA
898;SC-0605-2018;SAN MARTIN;HUALLAGA;SAPOSOA;13/08/2018;GANADERIA;EN SEGUIMIENTO
899;ODSM-0007-2018;SAN MARTIN;SAN MARTIN;MORALES;13/08/2018;SANEAMIENTO;EN SEGUIMIENTO
900;ODHU-0005-2018;HUANUCO;HUAMALIES;MONZON;13/08/2018;AGRICULTURA;EN SEGUIMIENTO
901;SC-0604-2018;PIURA;TALARA;PARI¥AS;13/08/2018;HIDROCARBUROS;EN SEGUIMIENTO
902;SC-0608-2018;AREQUIPA;ISLAY;PUNTA DE BOMBON;14/08/2018;MINERIA;EN SEGUIMIENTO
903;SC-0607-2018;LIMA;LIMA;BRE¥A;14/08/2018;INDUSTRIA;EN SEGUIMIENTO
904;ODPI-0029-2018;PIURA;PIURA;PIURA;15/08/2018;INFRAESTRUCTURA;CERRADA
905;SC-0609-2018;LIMA;LIMA;LIMA;15/08/2018;COMERCIO;EN SEGUIMIENTO
906;SC-0614-2018;ANCASH;SANTA;NEPE¥A;16/08/2018;INDUSTRIA;EN SEGUIMIENTO
907;OEES-0004-2018;CUSCO;ESPINAR;COPORAQUE;16/08/2018;MINERIA;EN SEGUIMIENTO
908;SC-0613-2018;JUNIN;HUANCAYO;HUANCAYO;16/08/2018;COMERCIO;EN SEGUIMIENTO
909;SC-0612-2018;LORETO;MAYNAS;IQUITOS;16/08/2018;FORESTAL;CERRADA
910;SC-0611-2018;CALLAO;CALLAO;CALLAO;16/08/2018;INDUSTRIA;EN SEGUIMIENTO
911;SC-0610-2018;LIMA;LIMA;LURIN;16/08/2018;INDUSTRIA;EN SEGUIMIENTO
912;SC-0618-2018;AYACUCHO;LUCANAS;SANCOS;17/08/2018;MINERIA;CERRADA
913;SC-0617-2018;LIMA;OYON;OYON;17/08/2018;MINERIA;EN SEGUIMIENTO
914;SC-0616-2018;UCAYALI;CORONEL PORTILLO;MANANTAY;17/08/2018;FORESTAL;CERRADA
915;SC-0615-2018;LIMA;LIMA;PUENTE PIEDRA;17/08/2018;INDUSTRIA;EN SEGUIMIENTO
916;SC-0619-2018;LA LIBERTAD;TRUJILLO;SALAVERRY;20/08/2018;INDUSTRIA;EN SEGUIMIENTO
917;ODPU-0008-2018;PUNO;SANDIA;ALTO INAMBARI;20/08/2018;MINERIA;EN SEGUIMIENTO
918;ODAR-0031-2018;AREQUIPA;AREQUIPA;SOCABAYA;20/08/2018;HIDROCARBUROS;CERRADA
919;ODJU-0017-2018;JUNIN;JAUJA;CANCHAYLLO;20/08/2018;ELECTRICIDAD;EN SEGUIMIENTO
920;ODAR-0030-2018;AREQUIPA;ISLAY;MOLLENDO;20/08/2018;PESQUERIA;CERRADA
921;ODJU-0016-2018;JUNIN;JUNIN;JUNIN;20/08/2018;SANEAMIENTO;EN SEGUIMIENTO
922;SC-0622-2018;LIMA;LIMA;LIMA;21/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
923;SC-0621-2018;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;21/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
924;ODAR-0032-2018;AREQUIPA;CARAVELI;ATICO;21/08/2018;PESQUERIA;EN SEGUIMIENTO
925;SC-0620-2018;LIMA;LIMA;PUEBLO LIBRE;21/08/2018;INDUSTRIA;EN SEGUIMIENTO
926;ODPI-0030-2018;PIURA;PAITA;PAITA;21/08/2018;PESQUERIA;EN SEGUIMIENTO
927;SC-0624-2018;PUNO;CARABAYA;SAN GABAN;22/08/2018;ELECTRICIDAD;EN SEGUIMIENTO
928;SC-0623-2018;CUSCO;CHUMBIVILCAS;COLQUEMARCA;22/08/2018;MINERIA;EN SEGUIMIENTO
929;ODCU-0031-2018;CUSCO;CUSCO;CUSCO;22/08/2018;COMERCIO;EN SEGUIMIENTO
930;SC-0634-2018;LIMA;LIMA;SAN MARTIN DE PORRES;23/08/2018;INDUSTRIA;EN SEGUIMIENTO
931;SC-0633-2018;LIMA;CA¥ETE;CHILCA;23/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
932;SC-0632-2018;LIMA;LIMA;SANTIAGO DE SURCO;23/08/2018;FORESTAL;EN SEGUIMIENTO
933;SC-0631-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;23/08/2018;INDUSTRIA;EN SEGUIMIENTO
934;SC-0630-2018;LIMA;LIMA;CHORRILLOS;23/08/2018;COMERCIO;CERRADA
935;SC-0629-2018;LIMA;LIMA;VILLA EL SALVADOR;23/08/2018;INDUSTRIA;EN SEGUIMIENTO
936;OEPI-0005-2018;JUNIN;CHANCHAMAYO;PICHANAQUI;23/08/2018;COMERCIO;EN SEGUIMIENTO
937;ODUC-0018-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;23/08/2018;COMERCIO;EN SEGUIMIENTO
938;ODHV-0005-2018;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;23/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
939;SC-0628-2018;LIMA;LIMA;SAN MARTIN DE PORRES;23/08/2018;COMERCIO;EN SEGUIMIENTO
940;ODPU-0009-2018;PUNO;PUNO;PUNO;23/08/2018;COMERCIO;EN SEGUIMIENTO
941;ODUC-0017-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;23/08/2018;SANEAMIENTO;EN SEGUIMIENTO
942;ODUC-0016-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;23/08/2018;SANEAMIENTO;CERRADA
943;ODUC-0015-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;23/08/2018;SANEAMIENTO;EN SEGUIMIENTO
944;SC-0627-2018;HUANUCO;DOS DE MAYO;QUIVILLA;23/08/2018;SANEAMIENTO;CERRADA
945;ODPI-0031-2018;PIURA;PIURA;PIURA;23/08/2018;HIDROCARBUROS;CERRADA
946;SC-0626-2018;APURIMAC;CHINCHEROS;ANCO-HUALLO;23/08/2018;HIDROCARBUROS;EN SEGUIMIENTO
947;ODVR-0001-2018;AYACUCHO;HUANTA;SIVIA;23/08/2018;COMERCIO;EN SEGUIMIENTO
948;SC-0625-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;23/08/2018;COMERCIO;CERRADA
949;ODLL-0025-2018;LA LIBERTAD;ASCOPE;CHOCOPE;24/08/2018;INDUSTRIA;EN SEGUIMIENTO
950;ODPU-0010-2018;PUNO;MELGAR;ANTAUTA;24/08/2018;COMERCIO;EN SEGUIMIENTO
951;SC-0637-2018;PIURA;PAITA;COLAN;24/08/2018;HIDROCARBUROS;CERRADA
952;ODUC-0019-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;24/08/2018;COMERCIO;EN SEGUIMIENTO
953;SC-0636-2018;APURIMAC;ANTABAMBA;PACHACONAS;24/08/2018;MINERIA;EN SEGUIMIENTO
954;ODLL-0024-2018;LA LIBERTAD;TRUJILLO;LAREDO;24/08/2018;INDUSTRIA;CERRADA
955;ODVR-0004-2018;CUSCO;LA CONVENCION;PICHARI;24/08/2018;TELECOMUNICACIONES;EN SEGUIMIENTO
956;OEPI-0006-2018;JUNIN;SATIPO;PANGOA;24/08/2018;TRANSPORTE;EN SEGUIMIENTO
957;SC-0635-2018;LIMA;BARRANCA;PARAMONGA;24/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
958;ODVR-0003-2018;CUSCO;LA CONVENCION;PICHARI;24/08/2018;COMERCIO;CERRADA
959;ODLO-0010-2018;LORETO;MAYNAS;IQUITOS;24/08/2018;COMERCIO;EN SEGUIMIENTO
960;ODVR-0002-2018;AYACUCHO;HUANTA;SIVIA;24/08/2018;COMERCIO;EN SEGUIMIENTO
961;ODLL-0023-2018;LA LIBERTAD;TRUJILLO;SALAVERRY;24/08/2018;INDUSTRIA;EN SEGUIMIENTO
962;ODLL-0022-2018;LA LIBERTAD;TRUJILLO;EL PORVENIR;24/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
963;ODUC-0020-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;27/08/2018;SANEAMIENTO;CERRADA
964;ODAR-0034-2018;AREQUIPA;AREQUIPA;CHIGUATA;27/08/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
965;SC-0639-2018;LAMBAYEQUE;CHICLAYO;PIMENTEL;27/08/2018;AGRICULTURA;CERRADA
966;ODIC-0024-2018;ICA;PISCO;PISCO;27/08/2018;CONSTRUCCION;EN SEGUIMIENTO
967;ODIC-0023-2018;ICA;PISCO;PISCO;27/08/2018;PESQUERIA;EN SEGUIMIENTO
968;SC-0638-2018;LIMA;LIMA;EL AGUSTINO;27/08/2018;GANADERIA;EN SEGUIMIENTO
969;ODMO-0014-2018;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;28/08/2018;TRANSPORTE;EN SEGUIMIENTO
970;ODUC-0022-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;28/08/2018;FORESTAL;EN SEGUIMIENTO
971;SC-0643-2018;CALLAO;CALLAO;VENTANILLA;28/08/2018;COMERCIO;CERRADA
972;SC-0642-2018;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;28/08/2018;MINERIA;EN SEGUIMIENTO
973;SC-0641-2018;CUSCO;PAUCARTAMBO;CAICAY;28/08/2018;INFRAESTRUCTURA;CERRADA
974;SC-0640-2018;LIMA;LIMA;ATE;28/08/2018;INDUSTRIA;EN SEGUIMIENTO
975;ODUC-0021-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;28/08/2018;HIDROCARBUROS;CERRADA
976;SC-0647-2018;CAJAMARCA;CAJABAMBA;CACHACHI;29/08/2018;MINERIA;EN SEGUIMIENTO
977;ODCU-0032-2018;CUSCO;CALCA;CALCA;29/08/2018;AGRICULTURA;CERRADA
978;SC-0646-2018;LIMA;LIMA;LINCE;29/08/2018;COMERCIO;EN SEGUIMIENTO
979;SC-0645-2018;JUNIN;CHANCHAMAYO;PERENE;29/08/2018;ELECTRICIDAD;EN SEGUIMIENTO
980;ODPA-0011-2018;PASCO;PASCO;TINYAHUARCO;29/08/2018;MINERIA;EN SEGUIMIENTO
981;ODHV-0006-2018;HUANCAVELICA;HUANCAVELICA;PALCA;3/09/2018;MINERIA;EN SEGUIMIENTO
982;ODMO-0015-2018;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;3/09/2018;MINERIA;EN SEGUIMIENTO
983;SC-0650-2018;LA LIBERTAD;TRUJILLO;LA ESPERANZA;3/09/2018;MINERIA;EN SEGUIMIENTO
984;SC-0649-2018;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;3/09/2018;ELECTRICIDAD;EN SEGUIMIENTO
985;SC-0648-2018;CUSCO;CUSCO;WANCHAQ;3/09/2018;HIDROCARBUROS;CERRADA
986;ODPA-0012-2018;PASCO;OXAPAMPA;VILLA RICA;3/09/2018;INDUSTRIA;EN SEGUIMIENTO
987;SC-0656-2018;LIMA;LIMA;CHORRILLOS;4/09/2018;COMERCIO;EN SEGUIMIENTO
988;SC-0655-2018;AREQUIPA;AREQUIPA;AREQUIPA;4/09/2018;ELECTRICIDAD;EN SEGUIMIENTO
989;SC-0654-2018;PIURA;SULLANA;SULLANA;4/09/2018;GANADERIA;CERRADA
990;SC-0653-2018;LIMA;LIMA;SANTIAGO DE SURCO;4/09/2018;CONSTRUCCION;EN SEGUIMIENTO
991;SC-0652-2018;CAJAMARCA;HUALGAYOC;HUALGAYOC;4/09/2018;FORESTAL;EN SEGUIMIENTO
992;MD-0003-2018;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;4/09/2018;MINERIA;EN SEGUIMIENTO
993;SC-0651-2018;LIMA;LIMA;CHORRILLOS;4/09/2018;INDUSTRIA;EN SEGUIMIENTO
994;SC-0664-2018;MOQUEGUA;ILO;ILO;5/09/2018;COMERCIO;EN SEGUIMIENTO
995;SC-0663-2018;PIURA;MORROPON;BUENOS AIRES;5/09/2018;GANADERIA;CERRADA
996;SC-0662-2018;AREQUIPA;AREQUIPA;CHARACATO;5/09/2018;INFRAESTRUCTURA;CERRADA
997;SC-0661-2018;LA LIBERTAD;TRUJILLO;MOCHE;5/09/2018;INDUSTRIA;EN SEGUIMIENTO
998;SC-0660-2018;LA LIBERTAD;ASCOPE;CASA GRANDE;5/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
999;SC-0659-2018;LIMA;LIMA;LA VICTORIA;5/09/2018;INDUSTRIA;EN SEGUIMIENTO
1000;SC-0658-2018;LIMA;LIMA;ATE;5/09/2018;COMERCIO;EN SEGUIMIENTO
1001;SC-0657-2018;LIMA;LIMA;INDEPENDENCIA;5/09/2018;INDUSTRIA;CERRADA
1002;SC-0666-2018;PIURA;PAITA;COLAN;6/09/2018;HIDROCARBUROS;EN SEGUIMIENTO
1003;ODJU-0018-2018;JUNIN;HUANCAYO;PILCOMAYO;6/09/2018;CONSTRUCCION;EN SEGUIMIENTO
1004;SC-0665-2018;LIMA;HUAROCHIRI;SAN ANTONIO;6/09/2018;INDUSTRIA;EN SEGUIMIENTO
1005;SC-0669-2018;LIMA;LIMA;SANTA ANITA;7/09/2018;INDUSTRIA;EN SEGUIMIENTO
1006;SC-0668-2018;LIMA;LIMA;SAN JUAN DE MIRAFLORES;7/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1007;SC-0667-2018;TACNA;TACNA;TACNA;7/09/2018;INDUSTRIA;EN SEGUIMIENTO
1008;SC-0671-2018;CUSCO;ESPINAR;ESPINAR;10/09/2018;MINERIA;EN SEGUIMIENTO
1009;SC-0670-2018;CUSCO;ESPINAR;ESPINAR;10/09/2018;MINERIA;EN SEGUIMIENTO
1010;ODLL-0026-2018;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;11/09/2018;MINERIA;EN SEGUIMIENTO
1011;SC-0677-2018;CALLAO;CALLAO;LA PUNTA;11/09/2018;FORESTAL;EN SEGUIMIENTO
1012;SC-0676-2018;LIMA;BARRANCA;SUPE;11/09/2018;MINERIA;EN SEGUIMIENTO
1013;SC-0674-2018;AREQUIPA;ISLAY;ISLAY;11/09/2018;MINERIA;EN SEGUIMIENTO
1014;SC-0673-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;11/09/2018;INDUSTRIA;EN SEGUIMIENTO
1015;SC-0672-2018;LIMA;LIMA;COMAS;11/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1016;SC-0675-2018;AYACUCHO;VICTOR FAJARDO;CANARIA;11/09/2018;MINERIA;CERRADA
1017;SC-0684-2018;PIURA;PAITA;VICHAYAL;12/09/2018;HIDROCARBUROS;EN SEGUIMIENTO
1018;SC-0683-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;12/09/2018;INDUSTRIA;EN SEGUIMIENTO
1019;SC-0682-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;12/09/2018;COMERCIO;EN SEGUIMIENTO
1020;SC-0681-2018;PIURA;TALARA;LA BREA;12/09/2018;HIDROCARBUROS;EN SEGUIMIENTO
1021;SC-0679-2018;LIMA;CA¥ETE;QUILMANA;12/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1022;SC-0678-2018;LIMA;LIMA;CIENEGUILLA;12/09/2018;INDUSTRIA;CERRADA
1023;SC-0680-2018;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;12/09/2018;MINERIA;CERRADA
1024;SC-0688-2018;LIMA;HUAURA;SANTA MARIA;13/09/2018;INDUSTRIA;EN SEGUIMIENTO
1025;SC-0687-2018;LIMA;LIMA;PUENTE PIEDRA;13/09/2018;INDUSTRIA;EN SEGUIMIENTO
1026;SC-0686-2018;LIMA;CA¥ETE;QUILMANA;13/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1027;SC-0685-2018;LIMA;LIMA;ATE;13/09/2018;TRANSPORTE;EN SEGUIMIENTO
1028;ODAP-0013-2018;APURIMAC;ANTABAMBA;HUAQUIRCA;14/09/2018;MINERIA;EN SEGUIMIENTO
1029;SC-0690-2018;CUSCO;LA CONVENCION;SANTA ANA;14/09/2018;HIDROCARBUROS;EN SEGUIMIENTO
1030;OECO-0007-2018;APURIMAC;COTABAMBAS;TAMBOBAMBA;14/09/2018;MINERIA;EN SEGUIMIENTO
1031;ODUC-0023-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;14/09/2018;COMERCIO;EN SEGUIMIENTO
1032;SC-0689-2018;LIMA;HUARAL;HUARAL;14/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1033;ODMO-0016-2018;MOQUEGUA;MARISCAL NIETO;SAMEGUA;14/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1034;ODAR-0035-2018;AREQUIPA;CARAVELI;QUICACHA;14/09/2018;MINERIA;CERRADA
1035;ODJU-0019-2018;JUNIN;HUANCAYO;HUACRAPUQUIO;17/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1036;ODCH-0021-2018;ANCASH;SANTA;SANTA;17/09/2018;SANEAMIENTO;EN SEGUIMIENTO
1037;ODUC-0024-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;18/09/2018;INDUSTRIA;EN SEGUIMIENTO
1038;ODJU-0020-2018;JUNIN;HUANCAYO;EL TAMBO;18/09/2018;HIDROCARBUROS;EN SEGUIMIENTO
1039;OEPI-0007-2018;JUNIN;CHANCHAMAYO;VITOC;18/09/2018;MINERIA;EN SEGUIMIENTO
1040;OELC-0002-2018;CUSCO;LA CONVENCION;SANTA ANA;18/09/2018;HIDROCARBUROS;EN SEGUIMIENTO
1041;ODAR-0036-2018;AREQUIPA;AREQUIPA;UCHUMAYO;18/09/2018;INDUSTRIA;EN SEGUIMIENTO
1042;ODCJ-0018-2018;CAJAMARCA;CELENDIN;CELENDIN;18/09/2018;INDUSTRIA;EN SEGUIMIENTO
1043;ODCU-0033-2018;CUSCO;QUISPICANCHI;HUARO;18/09/2018;INDUSTRIA;EN SEGUIMIENTO
1044;ODPI-0032-2018;PIURA;PIURA;PIURA;18/09/2018;COMERCIO;CERRADA
1045;ODCJ-0017-2018;CAJAMARCA;SAN MIGUEL;CATILLUC;18/09/2018;MINERIA;CERRADA
1046;ODVR-0005-2018;AYACUCHO;HUANTA;LLOCHEGUA;19/09/2018;COMERCIO;CERRADA
1047;OECO-0008-2018;APURIMAC;COTABAMBAS;TAMBOBAMBA;19/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1048;SC-0692-2018;LIMA;LIMA;ANCON;19/09/2018;INDUSTRIA;EN SEGUIMIENTO
1049;SC-0691-2018;CALLAO;CALLAO;CALLAO;19/09/2018;MINERIA;EN SEGUIMIENTO
1050;SC-0693-2018;PASCO;OXAPAMPA;PUERTO BERMUDEZ;20/09/2018;FORESTAL;EN SEGUIMIENTO
1051;ODPI-0033-2018;PIURA;PAITA;PAITA;20/09/2018;PESQUERIA;EN SEGUIMIENTO
1052;ODTU-0017-2018;TUMBES;TUMBES;PAMPAS DE HOSPITAL;20/09/2018;GANADERIA;CERRADA
1053;ODCJ-0019-2018;CAJAMARCA;HUALGAYOC;HUALGAYOC;21/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1054;SC-0695-2018;LAMBAYEQUE;CHICLAYO;REQUE;21/09/2018;INFRAESTRUCTURA;CERRADA
1055;SC-0694-2018;ICA;PISCO;PARACAS;21/09/2018;TRANSPORTE;EN SEGUIMIENTO
1056;SC-0701-2018;ANCASH;CASMA;COMANDANTE NOEL;24/09/2018;INDUSTRIA;EN SEGUIMIENTO
1057;ODLL-0028-2018;LA LIBERTAD;TRUJILLO;LA ESPERANZA;24/09/2018;INDUSTRIA;EN SEGUIMIENTO
1058;SC-0700-2018;AREQUIPA;AREQUIPA;JACOBO HUNTER;24/09/2018;TRANSPORTE;CERRADA
1059;ODLL-0027-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;24/09/2018;COMERCIO;EN SEGUIMIENTO
1060;SC-0699-2018;LIMA;LIMA;ANCON;24/09/2018;COMERCIO;EN SEGUIMIENTO
1061;SC-0698-2018;LIMA;LIMA;LURIGANCHO;24/09/2018;INDUSTRIA;EN SEGUIMIENTO
1062;SC-0697-2018;LIMA;LIMA;LA MOLINA;24/09/2018;INDUSTRIA;EN SEGUIMIENTO
1063;SC-0696-2018;LAMBAYEQUE;CHICLAYO;LA VICTORIA;24/09/2018;INDUSTRIA;EN SEGUIMIENTO
1064;SC-0704-2018;LIMA;LIMA;SAN MARTIN DE PORRES;25/09/2018;CONSTRUCCION;EN SEGUIMIENTO
1065;ODLO-0011-2018;LORETO;MAYNAS;IQUITOS;25/09/2018;INDUSTRIA;CERRADA
1066;SC-0703-2018;UCAYALI;PADRE ABAD;IRAZOLA;25/09/2018;FORESTAL;EN SEGUIMIENTO
1067;ODMO-0017-2018;MOQUEGUA;MARISCAL NIETO;TORATA;25/09/2018;MINERIA;EN SEGUIMIENTO
1068;SC-0702-2018;LIMA;LIMA;SAN MARTIN DE PORRES;25/09/2018;HIDROCARBUROS;EN SEGUIMIENTO
1069;ODCH-0022-2018;ANCASH;SANTA;CHIMBOTE;25/09/2018;PESQUERIA;EN SEGUIMIENTO
1070;ODVR-0007-2018;AYACUCHO;HUANTA;LLOCHEGUA;25/09/2018;COMERCIO;EN SEGUIMIENTO
1071;ODVR-0006-2018;AYACUCHO;HUANTA;LLOCHEGUA;25/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1072;MD-0006-2018;MADRE DE DIOS;MANU;MADRE DE DIOS;26/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1073;MD-0005-2018;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;26/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1074;MD-0004-2018;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;26/09/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1075;ODUC-0025-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;26/09/2018;GANADERIA;CERRADA
1076;SC-0706-2018;HUANUCO;PUERTO INCA;TOURNAVISTA;26/09/2018;HIDROCARBUROS;EN SEGUIMIENTO
1077;SC-0705-2018;MOQUEGUA;MARISCAL NIETO;TORATA;26/09/2018;MINERIA;EN SEGUIMIENTO
1078;ODMO-0018-2018;MOQUEGUA;ILO;ILO;27/09/2018;MINERIA;CERRADA
